Geneid,BC16_fliv_N_1.sort.bam,BC16_fliv_N_2.sort.bam,BC16_fliv_O_1.sort.bam,BC16_fliv_O_2.sort.bam,BC16_fliv_P_1.sort.bam,BC16_fliv_P_2.sort.bam,BC16_fliv_Q_1.sort.bam,BC16_fliv_Q_2.sort.bam,BC16_fliv_R_1.sort.bam,BC16_fliv_R_2.sort.bam,CTRL_fliv_B_1.sort.bam,CTRL_fliv_B_2.sort.bam,CTRL_fliv_D_1.sort.bam,CTRL_fliv_D_2.sort.bam,CTRL_fliv_E_1.sort.bam,CTRL_fliv_E_2.sort.bam,CTRL_fliv_F_1.sort.bam,CTRL_fliv_F_2.sort.bam
Strc,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Catsper2,0,0,79,77,138,142,21,20,0,0,0,0,45,47,0,0,0,0
Gm14001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14000,0,0,0,0,2,0,0,0,0,0,50,50,0,0,11,11,0,0
Pdia3,436,435,4572,4581,4743,4732,508,483,41,42,210,210,5563,5529,412,391,623,610
Ell3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0
Serinc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serf2,64,63,429,456,387,341,64,64,0,0,0,0,353,406,31,31,16,11
Gm22953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypk,0,0,8,10,39,49,0,0,0,0,0,0,6,18,0,0,0,0
Mfap1b,0,0,172,189,142,139,73,82,0,25,0,0,251,248,38,39,0,0
Gm14017,0,0,73,35,57,74,46,29,52,52,0,0,43,46,0,0,1,0
Gm14018,0,0,0,0,6,9,0,0,0,0,0,0,0,4,0,0,16,0
Mfap1a,53,53,77,93,156,160,23,0,0,0,2,2,163,167,53,62,66,63
Wdr76,63,63,36,36,65,63,154,154,0,13,0,0,38,35,16,12,0,0
Frmd5,0,0,0,0,0,0,0,0,0,0,46,17,1,1,21,0,0,0
Gm14021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casc4,0,0,41,40,65,64,0,0,0,0,0,0,72,70,0,0,9,9
Gm23983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mageb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctdspl2,24,25,98,94,111,110,92,97,21,21,0,0,48,47,91,88,43,44
Eif3j1,99,81,258,278,330,321,43,43,20,20,64,48,320,285,0,0,0,21
Gm47314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spg11,23,25,219,229,278,274,0,0,0,0,0,0,79,62,0,0,0,0
Patl2,0,0,10,10,0,0,0,0,0,0,23,25,0,0,0,0,0,0
B2m,4906,4869,53789,53646,64234,64241,7862,7900,3590,3496,2432,2476,56350,56277,8530,8483,5033,5039
Trim69,47,47,0,0,8,10,0,0,0,0,0,1,5,5,0,0,0,0
Terb2,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0
Gm14050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps12-ps10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sord,1667,1611,11721,11388,17341,16976,2409,2087,1394,1401,898,929,11963,11545,1175,1094,835,790
Duox2,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duoxa2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duoxa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duox1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shf,73,73,434,456,471,496,45,46,61,88,41,49,262,272,18,19,57,58
Gm24409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc28a2,0,0,51,55,35,42,0,0,0,0,0,0,31,34,0,0,44,58
Gm14086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bambi-ps1,0,0,0,0,3,4,0,0,0,0,0,0,2,1,0,0,0,0
Slc28a2b,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Gatm,105,43,156,150,150,164,0,0,64,64,0,0,128,129,48,48,104,101
Spata5l1,0,0,2,3,26,19,0,0,0,0,0,0,4,0,0,0,0,0
AA467197,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
Mir147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc30a4,0,0,113,118,132,132,43,43,0,0,19,19,194,195,0,0,0,0
4930417H01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloc1s6os,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloc1s6,0,0,197,196,217,219,101,101,0,0,0,0,118,123,0,0,0,0
Sqor,29,29,735,714,1355,1355,373,369,24,24,54,36,1446,1451,198,196,83,83
Gm13988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sema6d,0,0,452,470,419,419,42,42,49,49,0,0,180,183,0,0,36,36
4930517E11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930583P06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13994,0,0,0,0,10,10,1,1,0,0,0,0,10,10,0,0,0,0
Slc24a5,0,0,0,0,19,19,0,0,59,59,23,23,0,0,0,0,0,0
Myef2,57,57,51,66,89,101,0,0,0,0,0,0,27,31,41,58,0,15
Gm22352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctxn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc12a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dut,33,33,133,131,73,77,18,18,0,0,0,0,142,137,0,0,0,0
A530010F05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbn1,0,0,104,104,77,81,0,0,52,52,51,51,80,80,0,0,24,24
Gm9913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cep152,0,0,423,428,313,308,44,44,0,0,0,0,98,98,68,68,0,0
Shc4,0,0,8,8,0,0,0,0,0,0,0,0,5,5,0,0,0,0
Eid1,32,32,104,107,92,92,16,15,0,0,0,0,77,76,24,24,116,116
Secisbp2l,368,365,1687,1683,1401,1398,360,359,153,151,299,297,1250,1250,313,312,111,109
Cops2,277,276,958,950,803,804,316,345,194,193,91,91,985,985,92,91,77,91
Galk2,28,28,99,89,101,113,28,28,151,151,0,0,90,97,45,43,32,47
Fam227b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fgf7,0,0,14,14,7,7,0,0,0,0,0,0,0,0,0,0,40,39
Gm26496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dtwd1,0,0,49,50,130,130,0,0,16,16,0,0,93,91,46,46,21,21
Gm17555,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
Gm24739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp8b4,33,0,9,9,16,16,19,19,0,0,9,22,2,2,0,0,0,0
Slc27a2,1979,2004,17439,17152,23782,23335,4360,4263,1116,1040,1134,1101,22326,21885,3574,3493,1149,1136
Hdc,32,32,422,419,581,577,57,57,0,0,0,0,281,269,66,65,46,46
Gabpb1,17,17,396,393,341,342,41,41,38,38,0,0,191,187,87,87,39,42
Gm23753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27003,0,0,26,29,20,21,0,0,0,0,0,0,52,61,17,25,0,0
Usp8,98,73,794,806,852,856,218,217,0,0,56,56,548,560,117,116,186,186
Usp50,0,0,1,7,10,11,31,1,0,0,0,0,8,10,0,0,0,0
Gm10774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trpm7,164,159,1143,1142,1578,1571,174,151,36,36,56,54,1153,1153,160,152,25,25
Gm14212,0,0,0,0,0,0,22,30,10,10,0,0,0,0,40,40,0,0
Sppl2a,229,241,1378,1384,1718,1734,661,653,154,175,233,240,1817,1826,195,196,229,230
Mir3473g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ap4e1,0,0,147,154,156,155,0,0,0,0,26,0,45,47,28,28,54,54
Gm24081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blvra,15,15,249,246,153,152,56,55,0,0,19,19,363,366,15,15,40,40
Ncaph,0,0,8,8,16,16,0,0,0,0,0,0,1,1,38,0,0,0
Itpripl1,0,0,61,69,71,71,0,0,0,0,0,0,41,41,0,0,0,0
1810024B03Rik,0,0,57,48,38,38,20,19,0,0,0,0,70,78,0,0,0,0
Snrnp200,77,130,873,888,670,644,247,244,31,31,0,0,633,632,179,178,63,62
Ciao1,17,17,510,512,526,527,56,56,0,0,95,94,499,493,54,54,12,12
Tmem127,125,121,517,509,494,491,137,137,0,0,53,53,312,318,0,0,18,18
Gm10766,0,0,47,47,21,22,0,0,0,0,0,0,17,17,0,0,0,0
Stard7,251,251,1247,1245,2145,2127,165,163,261,249,145,145,1365,1362,129,128,33,32
Dusp2,0,0,0,0,17,17,0,0,0,0,0,0,9,9,0,0,17,17
Astl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adra2b,0,0,71,70,56,60,22,22,139,140,52,52,41,42,0,0,53,55
Gpat2,0,0,156,147,142,141,0,0,48,47,0,0,48,46,26,26,0,0
Fahd2a,0,0,274,277,314,308,108,109,44,44,0,0,546,556,21,21,0,0
Kcnip3,0,0,61,58,47,45,24,0,0,0,30,0,5,5,26,26,0,0
Gm22613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL731831.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prom2,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0
Gm14229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp661,0,0,199,198,278,270,45,44,52,52,0,0,39,39,0,0,0,0
Mrps5,28,28,668,633,812,844,104,105,44,42,62,35,528,543,38,57,64,48
Mal,11,11,53,53,11,11,0,0,0,0,0,0,24,23,0,0,8,8
Gm22889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14245,0,0,0,0,0,0,79,51,25,25,58,54,0,0,0,0,0,0
Gm14244,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0
Mall,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nphp1,0,0,16,16,36,36,0,0,0,0,0,0,24,24,12,12,0,0
Mtln,0,0,320,325,290,292,38,44,31,31,0,0,575,558,22,23,70,70
Bub1,0,0,0,0,0,0,0,23,0,0,0,0,3,3,0,0,0,0
Acoxl,0,0,0,0,4,6,0,0,0,0,0,0,4,4,0,0,0,0
Gm22411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bcl2l11,0,0,116,118,139,139,0,0,0,0,0,0,73,73,21,18,0,0
Morrbid,23,22,44,48,22,19,51,51,0,0,34,35,16,16,7,7,49,50
Gm14009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spdye4c,0,0,6,6,0,0,0,0,0,0,0,0,2,4,0,0,0,0
Gm39929,0,0,12,15,1,4,0,0,0,0,0,0,30,19,0,0,0,0
Gm14007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anapc1,0,9,529,529,639,656,136,136,71,65,9,9,520,523,89,81,86,92
Mertk,21,32,877,813,908,862,67,67,1,0,60,57,444,446,64,64,15,14
Gm14011,47,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23172,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0
Tmem87b,0,0,874,882,1024,1026,14,14,0,0,90,90,537,541,109,109,20,20
Fbln7,0,0,23,24,0,0,0,0,0,0,0,0,19,19,0,0,0,0
Gm22859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zc3h8,0,0,64,70,111,103,58,80,0,0,0,0,59,65,25,25,0,0
Gm14028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933427J07Rik,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Gm10762,0,0,80,76,117,119,0,0,0,0,0,0,132,130,43,43,0,0
Zc3h6,0,0,47,57,69,69,70,50,54,54,0,0,45,50,17,16,13,13
Gm14027,0,0,25,38,22,18,0,0,28,28,0,0,33,27,0,0,0,0
Vinac1,0,0,23,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0
Gm14022,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Ttl,10,10,95,96,225,219,45,46,54,54,12,12,95,94,0,0,79,78
Polr1b,84,84,633,627,517,516,100,100,64,64,24,29,338,336,36,47,29,29
Chchd5,58,58,166,168,271,273,14,14,0,0,27,0,211,206,26,26,44,44
AI847159,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0
Gm14026,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm14029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4430,0,0,18,18,13,14,0,0,0,0,0,0,14,12,0,0,0,0
Slc20a1,204,200,2597,2590,2341,2356,246,244,0,0,100,100,931,926,280,280,122,122
9830144P21Rik,0,0,121,99,125,120,0,0,0,0,0,0,19,17,0,0,0,0
A730036I17Rik,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0
Gm14024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ckap2l,0,0,9,9,0,1,0,0,0,0,0,0,4,7,0,0,0,0
Gm14023,0,0,29,24,15,18,0,0,0,0,0,17,4,0,0,0,0,0
Il1a,0,0,122,124,108,110,26,26,37,36,0,0,46,48,15,15,0,0
Gm25703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1b,0,0,10,10,8,8,39,39,0,0,0,0,22,25,0,0,0,0
Il1bos,0,0,0,0,6,6,0,0,0,0,0,0,5,5,0,0,0,0
Spcs2-ps,21,17,0,0,17,18,0,0,0,0,0,0,17,7,0,0,0,11
F830045P16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirpa,29,28,351,349,404,407,95,98,51,51,57,58,370,369,83,82,129,128
Pdyn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stk35,41,41,142,118,244,221,0,0,0,0,0,0,99,102,28,17,48,48
Gm28196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgm3,0,0,0,0,0,0,0,0,0,0,27,17,0,0,0,0,0,0
Mir6339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AU015228,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28
Tgm6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrpb,18,18,206,206,238,248,37,37,29,29,0,0,198,204,52,54,81,81
Tmc2,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nop56,95,99,695,766,661,688,110,100,265,224,91,135,356,420,208,229,140,114
Snord110,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Gm24451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snord57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idh3b,217,216,1920,1904,2718,2736,425,423,217,216,60,60,2201,2187,353,352,291,291
Ebf4,0,0,17,20,19,19,0,0,0,0,0,0,12,12,34,34,45,45
Gm14044,22,0,2,1,3,5,0,0,0,0,0,0,15,7,0,1,0,0
Cpxm1,45,45,17,17,17,17,0,0,0,0,0,0,52,51,54,53,34,34
Gm14042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700020A23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pced1a,35,35,594,599,561,551,0,0,0,0,69,69,349,350,38,38,14,14
Vps16,65,65,1010,1006,1079,1100,20,20,125,125,52,51,709,696,297,294,96,96
Ptpra,78,87,352,355,269,304,33,33,0,0,73,49,277,280,49,39,141,140
9530056E24Rik,0,0,0,0,9,9,0,0,0,0,0,0,0,0,10,0,0,0
Gm23876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930473A02Rik,0,0,12,12,5,6,0,0,0,0,0,0,0,0,0,0,0,0
Mrps26,30,29,519,514,510,501,170,169,0,0,29,29,384,389,46,46,15,8
Oxt,22,22,7,0,0,0,0,0,0,0,32,58,0,0,0,0,0,0
Avp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ubox5,0,0,167,167,139,137,0,0,0,0,0,0,36,35,38,38,0,0
Fastkd5,0,0,83,85,96,95,42,42,0,0,0,0,49,49,0,0,0,0
Lzts3,0,0,380,385,664,665,73,75,54,55,0,0,197,193,67,67,0,0
Ddrgk1,189,230,1465,1486,1767,1759,90,81,48,56,60,71,1515,1520,298,349,116,106
Itpa,0,0,168,167,270,272,29,28,0,0,0,0,214,214,62,62,46,46
Slc4a11,0,0,0,0,0,0,15,28,0,0,0,0,0,0,0,0,0,0
Gm24893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930402H24Rik,63,63,605,605,595,605,82,81,170,170,33,33,431,399,82,65,102,95
Gm14057,25,24,9,9,39,37,0,0,0,0,0,0,4,7,0,0,0,0
A730017L22Rik,0,2,315,313,296,290,0,0,0,0,80,85,64,62,2,2,7,6
Gm14048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atrn,108,107,1055,1035,1361,1350,96,96,0,0,25,25,598,599,186,186,153,169
Gm14049,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Gfra4,0,0,22,22,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Mir6973b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam33,143,141,331,327,265,266,35,35,0,20,91,93,104,105,115,105,77,78
Siglec1,0,0,89,89,98,104,0,0,0,0,26,26,43,43,0,0,47,47
Hspa12b,0,0,39,48,43,38,0,0,48,48,0,0,40,40,20,0,0,0
Gm11037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700037H04Rik,0,0,92,92,62,69,28,27,0,0,0,0,30,29,6,6,0,0
Gm14232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spef1,0,0,75,69,72,65,0,0,0,0,0,0,32,33,0,0,0,0
Cenpb,302,302,1298,1285,1881,1888,229,226,129,133,358,365,1137,1147,235,235,297,307
Cdc25b,0,0,66,66,34,35,0,0,0,0,0,0,43,42,54,54,0,0
Ap5s1,43,43,377,373,517,519,33,32,0,0,22,23,332,332,72,72,0,0
Mavs,49,49,649,645,1096,1093,0,0,34,16,0,0,534,530,74,75,44,44
Pank2,0,0,266,267,253,241,31,30,57,57,1,1,149,151,18,17,26,26
Mir103-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnf24,0,0,29,29,50,58,1,0,0,0,0,0,33,36,13,13,0,0
Gm14233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrpert,0,0,23,27,33,51,0,4,4,5,5,1,65,61,0,0,0,0
Gm22902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smox,0,0,84,75,53,57,0,0,0,0,34,34,48,46,0,0,30,30
Adra1d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5330413P13Rik,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erv3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamr1-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prnp,94,94,405,407,391,393,112,110,29,29,0,0,497,494,69,69,53,53
Prn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rassf2,0,0,42,42,103,94,0,0,0,0,25,20,24,22,0,0,0,0
Slc23a2,0,0,385,388,647,649,19,19,55,55,54,52,304,303,26,27,0,0
Gm14052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14051,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
Tmem230,0,0,268,289,304,302,0,20,0,0,42,42,239,239,15,15,0,0
Pcna,33,28,176,187,254,276,59,94,0,0,17,17,398,427,18,17,20,20
AV099323,0,0,24,24,6,6,0,0,0,0,0,0,13,13,0,0,0,0
Cds2,79,78,696,689,1142,1131,86,86,0,0,23,23,585,585,38,38,24,24
Prokr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4921508D12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700026D11Rik,0,0,7,6,0,0,0,0,18,18,50,50,0,0,0,0,14,14
Gpcpd1,249,241,2776,2762,2054,2064,158,156,187,188,30,30,1589,1570,105,105,72,73
AU019990,24,24,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0
Rpl23a-ps4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shld1,0,0,157,155,187,183,43,43,0,0,0,0,103,102,0,0,27,27
Gm14097,13,13,0,1,33,24,0,0,0,0,0,0,18,20,13,0,0,0
Gm22245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chgb,0,0,7,7,3,3,0,0,0,0,53,52,0,0,0,0,0,0
Trmt6,0,0,143,134,137,136,0,0,51,50,0,0,73,73,0,0,28,28
Mcm8,0,0,32,31,39,38,24,24,0,0,0,0,29,32,0,0,17,17
Gm14104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crls1,241,238,1008,946,796,758,214,175,69,72,36,36,1377,1338,74,76,53,40
Lrrn4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,20,20
Fermt1,0,0,8,8,20,24,0,0,0,0,0,0,18,20,0,0,0,0
Gm14102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A430048G15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bmp2,0,0,268,261,214,218,0,0,33,33,0,0,312,301,44,44,18,18
Mir3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hao1,201,202,1406,1411,1761,1770,261,252,117,118,125,126,1479,1470,76,77,0,0
Tmx4,34,42,58,59,111,110,0,0,0,0,23,23,65,76,0,0,13,13
Gm14037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14038,0,0,23,3,21,8,0,0,0,0,0,0,4,3,0,0,0,0
Plcb1,0,0,213,213,99,102,30,27,27,27,0,0,165,165,5,5,18,18
Gm14036,0,0,11,18,0,6,0,0,0,0,35,55,0,0,0,0,0,0
4930545L23Rik,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0
9630028H03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platr3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plcb4,0,0,75,71,93,95,56,56,0,0,0,0,96,92,0,0,129,128
Gm14209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pak7,0,0,0,0,5,5,0,0,0,0,28,0,5,5,0,0,16,16
Gm14218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14054,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
Ankef1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm36967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snap25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mkks,0,0,136,140,142,148,39,39,0,0,48,19,155,155,35,34,45,45
